PostID,post_text,Image
9305477592808531,"common sailor. 🦋

Chittagong University 
January, 25.",
9305395722816718,"🆔 Falcate Oakblue.🦋
📷 Canon 200d. 
🌎 Chittagong University. 
🗓️ January, 25.",https://scontent.fdac5-2.fna.fbcdn.net/v/t39.30808-6/482033867_1354998412322373_2059318732235916983_n.jpg?stp=dst-jpg_s720x720_tt6&_nc_cat=101&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeGv92k0x41AH7B4ClMLVsAKyi2pxoulhpnKLanGi6WGmWyTJDmb9DPEqsF49aH95cRM_NCfqHA_70XN5oDSCsto&_nc_ohc=RNrHpg3fokMQ7kNvwEszATh&_nc_oc=AdmUKDMv4OPtcJXXEK0wE6GuI5xT0OUvELgkTEzKzXQGyYONOh3pgcMMX0x1l8_4DV4&_nc_zt=23&_nc_ht=scontent.fdac5-2.fna&_nc_gid=ewQM8cOBBNnw-ZF3x1k0WQ&oh=00_AfXedseXLtlZwfLO-afjQMn9Rs8HE1yvGcyeEDhGhMUFog&oe=689ED5B1
9305111846178439,,
9305105589512398,,
9304821392874151,"Black Paint-brush Swift 
Baoris unicolor 
January 2025
Rangamati.",https://scontent.fdac5-1.fna.fbcdn.net/v/t39.30808-6/511001118_9929819360463919_1030465625719172650_n.jpg?stp=dst-jpg_p843x403_tt6&_nc_cat=105&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeFewzDGX1bjIcf4JTD-R25YjLdtdnd4IBeMt212d3ggF9b4U-QZmVQlNAQGmFS23kBIo5XsUkU20EWNEfcuhjHq&_nc_ohc=2dMRHNtDeRMQ7kNvwF7krWB&_nc_oc=AdmPDSycYDRowWPO8CAe6J3xTCwXfK6J356CbSQWFM7Wzf_WuYc_OdNtrvjO2oCUTZs&_nc_zt=23&_nc_ht=scontent.fdac5-1.fna&_nc_gid=f3T-gk6PVuFupvwVb4evVQ&oh=00_AfX5YIi6F3iA5zljuvZ9F-xjske3wbStne9HjKI8ykcGHQ&oe=689EDD1A
9298790400143917,"Elbowed Pierrot 
January 2025 
Chittagong.",https://scontent.fdac5-1.fna.fbcdn.net/v/t39.30808-6/513252123_9929812733797915_4801493462079421896_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=105&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeHUeicMWBOgrRwRFMvceBDfxOgSzLhpqojE6BLMuGmqiD0lAJoG2k26rxMKuxc_IZzVif5Lo5s45nal-HtNeb2e&_nc_ohc=5oGiFFhvVv8Q7kNvwHrrgg7&_nc_oc=Adl7Ub1lT9TkgTMqkHkQtSy2kdsyIiAM1ZxX62DplDCBUTG9DSGOQxfcMJzyJCx7Beg&_nc_zt=23&_nc_ht=scontent.fdac5-1.fna&_nc_gid=f3T-gk6PVuFupvwVb4evVQ&oh=00_AfWy6ElX7o4ygGunQueMs4E2cIb6vlyJAG71w5JWZ1IO5Q&oe=689EC8FE
9299140413442249,"Purple Leaf Blue 
January 2025 
HWS, Chittagong.",https://scontent.fdac5-2.fna.fbcdn.net/v/t39.30808-6/513652282_9929812717131250_3330256258519740585_n.jpg?stp=dst-jpg_s720x720_tt6&_nc_cat=107&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeHCvV-JaV3NIf0jHOGPoklSGGjzxUIx1QEYaPPFQjHVAaBNfMjjQTG6OyxYciRZMRtuQWVe3ldZ6DhrrqKwyRIM&_nc_ohc=zvFYKiXZ9hIQ7kNvwFywGhE&_nc_oc=Adm8mqxNmdgGnPVG_v2rAdp6GH3f9olfg5kkL6-AoccgeWwMrbc6NVxRgRHyWo4OtSg&_nc_zt=23&_nc_ht=scontent.fdac5-2.fna&_nc_gid=1cva_-LV6oJgLus9YKTJkw&oh=00_AfV-epzZC4I3muvbHu9c_tuALeZki_JPl9TKPsgINIl8yA&oe=689ED63E
9299221866767437,"Caterpillar of a Lime blue butterfly 
Chilades lajus
January 2025
Chittagong",https://scontent.fdac5-1.fna.fbcdn.net/v/t39.30808-6/481765804_629690273248316_3229404516696526881_n.jpg?stp=dst-jpg_p526x296_tt6&_nc_cat=100&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeGXZ3_aP_NJ_JHqEIEHONpWovVUPEeH9FGi9VQ8R4f0UT1pV0KoU7oWWr_LiQFXHvCrJRnKds6Y-hTRGjg_qvUw&_nc_ohc=W9P5QhLg1QMQ7kNvwEPukNR&_nc_oc=AdkfFMZYVhMsYoh-PaG3Vk0U92A-on60WidWIZ_LEiMPe06La690mL3LO86z7pK5zNY&_nc_zt=23&_nc_ht=scontent.fdac5-1.fna&_nc_gid=1cva_-LV6oJgLus9YKTJkw&oh=00_AfUT9u4uZyh7A9vbysi3-k9FgljF97WHSZQzuiYaJQMnTA&oe=689EDA70
9294485850574372,"Fluffy tit 
January 2025 
Chittagong.",https://scontent.fdac5-2.fna.fbcdn.net/v/t39.30808-6/513153288_9929809130464942_1106383844062064946_n.jpg?stp=dst-jpg_p843x403_tt6&_nc_cat=101&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeEZWducfz80rDLUFkXLZm6kmdBipfD_Io-Z0GKl8P8ijxiGKaJx7pbpHeIbmSOmSDIJLhN0yw3m4ZLP59fQVaYq&_nc_ohc=Bhx5BtooKbAQ7kNvwHeimMa&_nc_oc=Adl2w0y6txt6YjP7ZpI_LR3ua1zzFEqikT5O0qD3PEKfH_oKetepm1qrmfhOqJevbtM&_nc_zt=23&_nc_ht=scontent.fdac5-2.fna&_nc_gid=1cva_-LV6oJgLus9YKTJkw&oh=00_AfVnrzCfvjWk0UUk5qgr_tNccfsheuVRffbFbXiR_6LZmA&oe=689EE42C
9295486070474350,"Common tit
January 2025
Chattagram",https://scontent.fdac5-1.fna.fbcdn.net/v/t39.30808-6/481770225_1181214193564460_6615431492796705164_n.jpg?stp=dst-jpg_s720x720_tt6&_nc_cat=100&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeHKd3oBqLyCqbIJX5RXwkFsCTZUolYtm2oJNlSiVi2bakhynd_zW3ijyyBlQx3BjshhLx-IGwF9Gmqh57_K_VjA&_nc_ohc=cpqSyczNqOUQ7kNvwENbxFi&_nc_oc=AdmFzwwU4G1hKwjnYWmuUCy26_t5GxHSmQuGIDUptmgbb3R3UeHrJKqeEbb9esNVOiI&_nc_zt=23&_nc_ht=scontent.fdac5-1.fna&_nc_gid=b5WEZKBxmreZjI6ZjIWetg&oh=00_AfXdrDv2U34__bW85D3TbFGNSGM08He4OMQKVSh2BBtjYg&oe=689EE4FF
9294141340608823,,
9293539227335701,,
9289757484380542,"Clipper 
January,2025
Chattogram",https://scontent.fdac5-1.fna.fbcdn.net/v/t39.30808-6/481170124_1172352417615552_7532535270557987571_n.jpg?stp=dst-jpg_p180x540_tt6&_nc_cat=100&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeEuPLy00kp136NxGda73JFVUuKmVzWI62VS4qZXNYjrZf87URO1ys8qXOSTyb2i-LWGmSikDdKbu3p6FeL8v15s&_nc_ohc=ES8QgUvs4OoQ7kNvwE7COHA&_nc_oc=AdnBM9sNrpjuYruiqj08HeQMWnTXlhZFJBhkVtzBqA3yx4acDvgWDIXZYrmi6zsn6dQ&_nc_zt=23&_nc_ht=scontent.fdac5-1.fna&_nc_gid=l6G2cWsOLXetI8gJ7mQNhw&oh=00_AfXLETCrX4o6nSKrXzixrWCgFPGwynQ5yqxFIimvOR295g&oe=689EE88D
9284685088221115,"ID.
24. বাংলা নাম : কঙ্কা। 
ইংরেজি নাম : Red-spot Jezebel.
বৈজ্ঞানিক নাম : Delias descombesi.

Chottogram, 1 Feb 2025.",https://scontent.fdac5-1.fna.fbcdn.net/v/t39.30808-6/484997901_681024584450947_6251351721083509975_n.jpg?stp=dst-jpg_s720x720_tt6&_nc_cat=105&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeH24z3RQJC-NmEZe5crjW2Gm7IAYTy0I86bsgBhPLQjziGbRQLdKlwl2HWagx2BTRKT52RSUg50tjWWtgzgyXh0&_nc_ohc=VClIggB5iC4Q7kNvwFd3apL&_nc_oc=AdkSv8t7f86TaSKpNB-Q-v1Yb1jbYxjQdjcE0X_kGFOpauP1R_gEesK_MhXBDK1rWtQ&_nc_zt=23&_nc_ht=scontent.fdac5-1.fna&_nc_gid=l6G2cWsOLXetI8gJ7mQNhw&oh=00_AfV_mnBft4STc3IFACY7_N8la2U_2q1LzerO4yqtM8PFEA&oe=689ED446
9279565762066381,"Common Peacock 
Papilio bianor - Cramer, [1777]

December 2024
Moulvibazar",https://scontent.fdac5-1.fna.fbcdn.net/v/t39.30808-6/481180154_1341819113624559_1257623933529106003_n.jpg?stp=dst-jpg_s640x640_tt6&_nc_cat=106&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeG5J0HC4fjoIWRyru3lRfq9lYJmF1gk9WaVgmYXWCT1ZqANROOsB_ZIsHnHytQ_03wwtigItlNQ-VtnjqgfgGDq&_nc_ohc=z-M5qMSKNncQ7kNvwHwJP59&_nc_oc=AdmW8r8cQ8U2LA6-uAfNjsLyfxXd1Tj8IllPM6OR3JI_g7vaf1kIbTnCwm6bhU_2nVk&_nc_zt=23&_nc_ht=scontent.fdac5-1.fna&_nc_gid=l6G2cWsOLXetI8gJ7mQNhw&oh=00_AfUpbcjgkxa-bZw2vEZbF0p0ChgOVKRHgP9Y7C8EP28ecg&oe=689ECCE2
9278394538850170,"বাংলা নাম: পল্লবীনি
English Name: Common Snow Flat
Scientific Name: Tagiades japetus
 
ভাওয়াল জাতীয় উদ্যান 
গাজীপুর 

জানুয়ারি, ২০২৫",https://scontent.fdac5-1.fna.fbcdn.net/v/t39.30808-6/475670783_122155559144334598_1879427364452777060_n.jpg?stp=dst-jpg_p526x296_tt6&_nc_cat=100&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeHhc9_kDy80501cvyGwDmLxGb6zfeIjOkQZvrN94iM6REN4es_frUOO78XcOFus4IMmLJxKbQQOkMb6wUcPh4Kh&_nc_ohc=EI5-gmezUS4Q7kNvwERK2TB&_nc_oc=AdmhUeskWAe3CRYKqz3La8u5i6X91aHjm3Wz8pXHBezhNbp3WWpUzIq30FqysI8iyEs&_nc_zt=23&_nc_ht=scontent.fdac5-1.fna&_nc_gid=B8Voiys3CA2sPZs5FtlvxQ&oh=00_AfWy12yERB75wZCpkiJbI_7WoJgrPErFo__fhGeqQnAFXQ&oe=689EC0F3
9274375479252076,প্রজাপতিতে যাদের আগ্রহ তারা পড়তে পারেন গতকালের দৈনিক প্রতিদিনের বাংলাদেশ পত্রিকার শেষের পাতায় প্রকাশিত ‘বিপন্ন রাজকিঙ্কর’ শীর্ষক ফিচারটি।,https://scontent.fdac5-2.fna.fbcdn.net/v/t39.30808-6/475685796_10236559820881905_9020778767338703514_n.jpg?stp=dst-jpg_p180x540_tt6&_nc_cat=102&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeHcWKTU94KCo7upPZMSEE1mEoWe2pSTF9kShZ7alJMX2erBLrQNl7wiIpulhrC_9W-21ySALhiWa3cGNrXrJePz&_nc_ohc=yZzEUxDR4hAQ7kNvwF1j8kg&_nc_oc=AdkCftaBUaJYfk1y8DsUmv1Qi3rSJz9WXh4gHdcJaUiPbliulZ-ATNgf7v71JWwaGQo&_nc_zt=23&_nc_ht=scontent.fdac5-2.fna&_nc_gid=B8Voiys3CA2sPZs5FtlvxQ&oh=00_AfXE9S4KVH5fMCMtE_2om3h2EsfiXlAVjZSI7Z-tuOvvmg&oe=689EB440
9274126152610342,"ID.
23. বাংলা নাম : মৌলকঙ্কা।
ইংরেজি নাম : Painted Jezebel.
বৈজ্ঞানিক নাম : Delias hyparete.

Chattogram, 29 Dec 2025.",https://scontent.fdac5-2.fna.fbcdn.net/v/t39.30808-6/485800018_681023517784387_1776892382205780965_n.jpg?stp=dst-jpg_s720x720_tt6&_nc_cat=104&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeEvKg5LgrJLP23_hvvBfuSFqODrqJJcWM2o4OuoklxYzdPIAK_Sz7HInnmAhJwVJipD13g7ERZIDOPW8FGN1TO-&_nc_ohc=fZRhhdBVDykQ7kNvwEeozxn&_nc_oc=AdlQluI4BW0S7A-uQgndSh8heHrhUArnGmgIf6uNDyxLLYV0iMVDGFz6KeGKJBPcjJA&_nc_zt=23&_nc_ht=scontent.fdac5-2.fna&_nc_gid=B8Voiys3CA2sPZs5FtlvxQ&oh=00_AfX7NrpJPx2OR-tuxFJjqMVXAkJLHBj4ZWeP10Xl6lg8rw&oe=689ED16D
9272128009476823,"🆔 Green Oakblue.🦋
📷 Canon 200D
🌎 Chittagong University. 
🗓️ January, 25.",https://scontent.fdac5-2.fna.fbcdn.net/v/t39.30808-6/482005216_1350408719448009_923321431351170167_n.jpg?stp=dst-jpg_p180x540_tt6&_nc_cat=101&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeEcUw4i6qWwCYWwGIVrvLj3lTNEMfgOwVSVM0Qx-A7BVF7_-8e_ZJNW4aYXpu8jHgOGXzLQjfp8A-Py6egubXoz&_nc_ohc=4rs4AkTCgsQQ7kNvwG7ZS9V&_nc_oc=AdkmuPGD5R-76aMgCpz2HzW-LkolzCHvVkuU37yHDau-8KbeU_sV8TMFZABGKEa_0m4&_nc_zt=23&_nc_ht=scontent.fdac5-2.fna&_nc_gid=YnnBBC64SUifyzk_c6x28w&oh=00_AfV4_Mxl3INIO_jFT-Hbyo2x3-NQGrt1nkvrSCDfJAhfWg&oe=689EB6FE
9248074631882161,"Red-based Jezebel 
Chittagong KNP 
January2025",https://scontent.fdac5-1.fna.fbcdn.net/v/t39.30808-6/514102743_30195737050070317_4742242024057268958_n.jpg?stp=dst-jpg_p180x540_tt6&_nc_cat=100&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeFO74mItjfhbuYTf6VzlGZacnRucHuOjhhydG5we46OGMrK21ZN2dY0NhhLDcBNJZSeZn4N-6eHZunVBu8QrH0x&_nc_ohc=WVl91cjnyA0Q7kNvwGdTuOY&_nc_oc=AdkqH_e-pItZbyVWj8FdLKcYSuOENb_ILjk7RcrCZkHoAa5J96LIcT2C--e40i4qS20&_nc_zt=23&_nc_ht=scontent.fdac5-1.fna&_nc_gid=YnnBBC64SUifyzk_c6x28w&oh=00_AfW0HZ-LKv9kIkH9b9ofi0xpI9mh2XNImofwC8MfGJEVqA&oe=689EC977
9253673647988926,"চাঁদনরি
Grey Pansy
[Junonia atlites]
Barishal || January 25",https://scontent.fdac5-2.fna.fbcdn.net/v/t39.30808-6/503274077_2586192765063834_811141513531390128_n.jpg?stp=dst-jpg_p526x296_tt6&_nc_cat=107&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeFhOiOHVbvPixfFCfXrrM3Uu9sdl411EAu72x2XjXUQC85rAqR_w1hKL6LuEB0uR_IS0QmVh39gtY51hw484VO7&_nc_ohc=9I_pvngdA-MQ7kNvwE72Ap7&_nc_oc=AdmL72cu3ZWPPUoE_3e6zIA_EF1drszH_f_aML2Zq_6DJjxuCakqdjUw-EVqpOkXrTY&_nc_zt=23&_nc_ht=scontent.fdac5-2.fna&_nc_gid=YnnBBC64SUifyzk_c6x28w&oh=00_AfUyqBkfcTkawYDai7kVJ7fAq3ptPiEqdK9EYMJOw2mz6Q&oe=689EC7E3
9252628688093422,"🆔 Common Tinsel.
📷 Canon 200d + 55-250 lens.
🌎 Chittagong University. 
🗓️ January, 25.",https://scontent.fdac5-2.fna.fbcdn.net/v/t39.30808-6/481997169_1347799743042240_7694202720110455878_n.jpg?stp=dst-jpg_s720x720_tt6&_nc_cat=107&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeFn7rK35jeVpPPBA3__77vtgRhqcMdUV-qBGGpwx1RX6ufCmJcdJs0FO4RzHNvMYnZHRJRO86gHVvWUeTu7u846&_nc_ohc=CowX4EsKJEMQ7kNvwGy3qjE&_nc_oc=Adm68ndcd2QHMwHeyGwpbkX58skLGqFF97Z8IcRnjQFwp3DUUy4EBEoDdATHv_TY28k&_nc_zt=23&_nc_ht=scontent.fdac5-2.fna&_nc_gid=W-6zX_4C1yNe_q3rbwBFkw&oh=00_AfW4_mXjQAr1vDHEW4yFufueL3Rm0RffAuaNzzeFiuTitw&oe=689EBA7B
9248042801885344,"যেহেতু এই সময় অনেকেই হাজারিখিল যাচ্ছেন , Hill grass Yellow (Eurema simulatrix) এর দিকে অবশ্যই নজর রাখবেন । Three-spot Grass Yellow এই সময় সবচেয়ে বেশি দেখতে পাবেন, এবং Three-spot Grass Yellow এর কলোনির মধ্যে মিশে থাকে Hill Grass Yellow . তাই প্রতিটি Grass Yellow চেক করা জরুরী । 

Three-spot Grass Yellow এর UnF cell (Under of Forewing Cell ) এ তিনটি কালো স্পট থাকবে, কিন্তু Hill Grass Yellow তে থাকবে দুটি স্পট । কিন্তু UnF Cell এ দুটি স্পট থাকতে পারে Common Grass Yellow তেও । সেক্ষেত্রে আপনাকে দেখতে হবে UnH (Under Hindwing) এ Space 7 এর Base এ । যদি স্পট থাকে তাহলে Hill Grass Yellow, না থাকলে Common Grass Yellow. 

Nota Bene: এমনভাবে ছবি তুলতে হবে যাতে UnF cell এর spot ভালোভাবে বোঝা যায় ।যদি Hindwing দিয়ে  স্পট ঢাকা থাকে তাহলে Three-spot Grass Yellow থেকে আলাদা করা কঠিন হয়ে যায় । 

Hill Grass Yellow / Forest Grass Yellow / Changeable Grass Yellow ( Eurema simulatrix) 
January 2025 
KNP, Bangladesh.",https://scontent.fdac5-2.fna.fbcdn.net/v/t39.30808-6/512796315_9929711427141379_2069926921368000804_n.jpg?stp=dst-jpg_p552x414_tt6&_nc_cat=102&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeFipvPBroENxtAZV6sHdgu9Gtrzt-5fwCEa2vO37l_AIW-IRFtqv_o6L6LQPpGBK2OW7dh666kU87kSj4-vGSpJ&_nc_ohc=anlVQWsvrcQQ7kNvwGDKgu2&_nc_oc=AdlAXVI8uE1gTaEHncKZQTFMsy5HBV180dORYEom_faAtPegqFNtQNZQ8Q6FEkMe3A8&_nc_zt=23&_nc_ht=scontent.fdac5-2.fna&_nc_gid=W-6zX_4C1yNe_q3rbwBFkw&oh=00_AfU8lJkRJBpATgsFQXZNh9EMq9cN0Mc4979FShYOP6M58Q&oe=689ED719
9249303215092636,"🦋 Commodore.
U 1. Auzakia danava.
L 2. Parasarpa zayla.
M 3. Sumalia zulema.
R 4. Bhagadatta austenia.

© Prakash KK Photography/2024
Arunachal Pradesh North East India",https://scontent.fdac5-1.fna.fbcdn.net/v/t39.30808-6/513114435_9896150050504384_8261586775126864543_n.jpg?stp=dst-jpg_p526x296_tt6&_nc_cat=110&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeEV-KPZbl3oXPuZ8j2unUI80byJqGombI_RvImoaiZsj3RWHG3VSfKkFqyDdNk7bSCjgvmF4nflI2v-dy-zzb86&_nc_ohc=vucmEIPougMQ7kNvwEghpxs&_nc_oc=AdkhfqYH0UF9uHZdLWC6Ih6C1NoQBxBcer-krVwvJ_GHYJ6T_nKPVoP6kc_q3anVhpU&_nc_zt=23&_nc_ht=scontent.fdac5-1.fna&_nc_gid=W-6zX_4C1yNe_q3rbwBFkw&oh=00_AfUlwX-tHpV3vXLJPgpnlUcerCdT8cQ0-5xtF2qNmwC4-g&oe=689EDBED
